,City,State,Country,location
13808,Firestone,CO,USA,"Firestone,CO,USA"
13809,Cardiff,Wales,United Kingdom,"Cardiff,Wales,United Kingdom"
13810,Great Falls,MT,USA,"Great Falls,MT,USA"
13811,Harrisburg,PA,USA,"Harrisburg,PA,USA"
13812,Chula Vista,CA,USA,"Chula Vista,CA,USA"
13813,Salt lake city,UT,USA,"Salt lake city,UT,USA"
13814,Cottonwood,CA,USA,"Cottonwood,CA,USA"
13815,Bloomington,IN,USA,"Bloomington,IN,USA"
13816,Grayson,LA,USA,"Grayson,LA,USA"
13817,Apple valley,CA,USA,"Apple valley,CA,USA"
13818,Sammamish,WA,USA,"Sammamish,WA,USA"
13819,Morgantown,WV,USA,"Morgantown,WV,USA"
13820,Richmondville,NY,USA,"Richmondville,NY,USA"
13821,Mobile,AL,USA,"Mobile,AL,USA"
13822,Weatherly,PA,USA,"Weatherly,PA,USA"
13823,"Crystal City, Arlington",VA,USA,"Crystal City, Arlington,VA,USA"
13824,Lexington,KY,USA,"Lexington,KY,USA"
13825,West Springfield,MA,USA,"West Springfield,MA,USA"
13826,Named in the video,,Germany,"Named in the video,Germany"
13827,Grayson,LA,USA,"Grayson,LA,USA"
13828,Over Toledo bend lake,TX,USA,"Over Toledo bend lake,TX,USA"
13829,Bradenton,FL,USA,"Bradenton,FL,USA"
13830,Lebanon,OH,USA,"Lebanon,OH,USA"
13831,Gridley,CA,USA,"Gridley,CA,USA"
13832,Tacoma,WA,USA,"Tacoma,WA,USA"
13833,Vineyard,UT,USA,"Vineyard,UT,USA"
13834,Waterlooville,,United Kingdom,"Waterlooville,United Kingdom"
13835,GROVE CITY,OH,USA,"GROVE CITY,OH,USA"
13836,Hickory,NC,USA,"Hickory,NC,USA"
13837,Conifer,CO,USA,"Conifer,CO,USA"
13838,Spokane,WA,USA,"Spokane,WA,USA"
13839,Itasca,TX,USA,"Itasca,TX,USA"
13840,Warminster,Wiltshire,United Kingdom,"Warminster,Wiltshire,United Kingdom"
13841,Lebanon,TN,USA,"Lebanon,TN,USA"
13842,Brampton,ON,Canada,"Brampton,ON,Canada"
13843,Friant,CA,USA,"Friant,CA,USA"
13844,Mt. Pleasant,WI,USA,"Mt. Pleasant,WI,USA"
13845,Indianapolis,IN,USA,"Indianapolis,IN,USA"
13846,Godley,TX,USA,"Godley,TX,USA"
13847,Littleton,CO,USA,"Littleton,CO,USA"
13848,Franklin,IN,USA,"Franklin,IN,USA"
13849,Caldwell,ID,USA,"Caldwell,ID,USA"
13850,Albuquerque,NM,USA,"Albuquerque,NM,USA"
13851,Bloomington,IN,USA,"Bloomington,IN,USA"
13852,BLAIRSVILLE,PA,USA,"BLAIRSVILLE,PA,USA"
13853,"Erie, Presque Isle",PA,USA,"Erie, Presque Isle,PA,USA"
13854,Chilliwack,BC,Canada,"Chilliwack,BC,Canada"
13855,High Springs,FL,USA,"High Springs,FL,USA"
13856,Garden City,SC,USA,"Garden City,SC,USA"
13857,Lanesville,IN,USA,"Lanesville,IN,USA"
13858,Murrieta,CA,USA,"Murrieta,CA,USA"
13859,Michigan City,IN,USA,"Michigan City,IN,USA"
13860,Truchas,NM,USA,"Truchas,NM,USA"
13862,Liverpool,Liverpool,United Kingdom,"Liverpool,Liverpool,United Kingdom"
13863,Kensington,NH,USA,"Kensington,NH,USA"
13864,Ocean Shores,WA,USA,"Ocean Shores,WA,USA"
13865,Honolulu,HI,USA,"Honolulu,HI,USA"
13866,Amherst,NY,USA,"Amherst,NY,USA"
13867,Redmond,OR,USA,"Redmond,OR,USA"
13868,San Diego,CA,USA,"San Diego,CA,USA"
13869,Pocatello,ID,USA,"Pocatello,ID,USA"
13870,Mechanicsville,MD,USA,"Mechanicsville,MD,USA"
13871,Rossville,GA,USA,"Rossville,GA,USA"
13872,Minneapolis,MN,USA,"Minneapolis,MN,USA"
13873,Gahanna,OH,USA,"Gahanna,OH,USA"
13874,unknown,Saxony,Germany,"unknown,Saxony,Germany"
13875,Fountain Hills,AZ,USA,"Fountain Hills,AZ,USA"
13877,LOUISIANA,MO,USA,"LOUISIANA,MO,USA"
13878,Otsego,MI,USA,"Otsego,MI,USA"
13879,Hartford,ME,USA,"Hartford,ME,USA"
13880,Ontario,CA,USA,"Ontario,CA,USA"
13881,Grand Haven,MI,USA,"Grand Haven,MI,USA"
13882,Tylertown,MS,USA,"Tylertown,MS,USA"
13883,Irvine,CA,USA,"Irvine,CA,USA"
13884,Colorado springs,CO,USA,"Colorado springs,CO,USA"
13885,Winchester,KY,USA,"Winchester,KY,USA"
13886,Aberdeen,NC,USA,"Aberdeen,NC,USA"
13887,Linden,TN,USA,"Linden,TN,USA"
13888,Bryants Cove,NF,Canada,"Bryants Cove,NF,Canada"
13889,Napa,CA,USA,"Napa,CA,USA"
13890,Hampden,MA,USA,"Hampden,MA,USA"
13891,Los Angeles,CA,USA,"Los Angeles,CA,USA"
13892,Oxford,CT,USA,"Oxford,CT,USA"
13893,Poughkeepsie,NY,USA,"Poughkeepsie,NY,USA"
13894,Killeen,TX,USA,"Killeen,TX,USA"
13895,Chandler,TX,USA,"Chandler,TX,USA"
13896,Newberg,OR,USA,"Newberg,OR,USA"
13897,Fort myers,FL,USA,"Fort myers,FL,USA"
13898,Plover,WI,USA,"Plover,WI,USA"
13899,Panama City,FL,USA,"Panama City,FL,USA"
13900,fredericksburg,VA,USA,"fredericksburg,VA,USA"
13901,Grantsville,UT,USA,"Grantsville,UT,USA"
13902,Lompoc,CA,USA,"Lompoc,CA,USA"
13903,Okemos,MI,USA,"Okemos,MI,USA"
13904,Fort Leavenworth,KS,USA,"Fort Leavenworth,KS,USA"
13905,Cocoyoc,Morelos,Mexico,"Cocoyoc,Morelos,Mexico"
13906,Atlantic City,NJ,USA,"Atlantic City,NJ,USA"
13907,Albany,NY,USA,"Albany,NY,USA"
13908,Grand Saline,TX,USA,"Grand Saline,TX,USA"
13909,Canoga Park,CA,USA,"Canoga Park,CA,USA"
13911,Preston,MD,USA,"Preston,MD,USA"
13912,Thame Oxfordshire,Oxfordshire,United Kingdom,"Thame Oxfordshire,Oxfordshire,United Kingdom"
13913,Pound,VA,USA,"Pound,VA,USA"
13914,Tucson,AZ,USA,"Tucson,AZ,USA"
13915,Opelousas,LA,USA,"Opelousas,LA,USA"
13916,Stevens Point,WI,USA,"Stevens Point,WI,USA"
13917,Lawrenceville,GA,USA,"Lawrenceville,GA,USA"
13918,West valley city,UT,USA,"West valley city,UT,USA"
13919,victoria,BC,Canada,"victoria,BC,Canada"
13920,Lafayette,TN,USA,"Lafayette,TN,USA"
13921,Cave City,AR,USA,"Cave City,AR,USA"
13922,San Francisco,CA,USA,"San Francisco,CA,USA"
13923,"New Miami, Ohio (Hamilton Ohio)",OH,USA,"New Miami, Ohio (Hamilton Ohio),OH,USA"
13924,nana District,Chongqing,China,"nana District,Chongqing,China"
13925,Chatsworth,CA,USA,"Chatsworth,CA,USA"
13926,Iowa City,IA,USA,"Iowa City,IA,USA"
13927,Canyon Country,CA,USA,"Canyon Country,CA,USA"
13928,west hamlin,WV,USA,"west hamlin,WV,USA"
13929,Seal Beach,CA,USA,"Seal Beach,CA,USA"
13930,Tucson,AZ,USA,"Tucson,AZ,USA"
13931,Denver,CO,USA,"Denver,CO,USA"
13932,Leland,MS,USA,"Leland,MS,USA"
13933,Baraboo,WI,USA,"Baraboo,WI,USA"
13934,Tulsa,OK,USA,"Tulsa,OK,USA"
13935,Quincy,CA,USA,"Quincy,CA,USA"
13936,wichita falls,TX,USA,"wichita falls,TX,USA"
13937,Jacksonville,FL,USA,"Jacksonville,FL,USA"
13938,Las Cruces,NM,USA,"Las Cruces,NM,USA"
13939,Crystal Lake,IL,USA,"Crystal Lake,IL,USA"
13940,Otisfield,ME,USA,"Otisfield,ME,USA"
13941,Just west of Edmonton,AB,Canada,"Just west of Edmonton,AB,Canada"
13942,Caledonia,WI,USA,"Caledonia,WI,USA"
13943,Killeen,TX,USA,"Killeen,TX,USA"
13945,Eugene,MO,USA,"Eugene,MO,USA"
13946,Scottsdale,AZ,USA,"Scottsdale,AZ,USA"
13947,Spring,TX,USA,"Spring,TX,USA"
13948,Clyde,NC,USA,"Clyde,NC,USA"
13949,Portland,OR,USA,"Portland,OR,USA"
13950,East stroudsburg,PA,USA,"East stroudsburg,PA,USA"
13951,Pottstown,PA,USA,"Pottstown,PA,USA"
13952,Nipomo,CA,USA,"Nipomo,CA,USA"
13953,Benton,LA,USA,"Benton,LA,USA"
13954,Paso Robles,CA,USA,"Paso Robles,CA,USA"
13955,Espanola (Medical Lake area),WA,USA,"Espanola (Medical Lake area),WA,USA"
13956,Alamosa,CO,USA,"Alamosa,CO,USA"
13957,Lake Lynn,PA,USA,"Lake Lynn,PA,USA"
13958,La Crosse,WI,USA,"La Crosse,WI,USA"
13959,Sacramento,CA,USA,"Sacramento,CA,USA"
13960,West Plains,MO,USA,"West Plains,MO,USA"
13961,Bartlett,TX,USA,"Bartlett,TX,USA"
13962,Surprise,AZ,USA,"Surprise,AZ,USA"
13963,Tacoma,WA,USA,"Tacoma,WA,USA"
13964,Thornton,CO,USA,"Thornton,CO,USA"
13965,Roseburg,OR,USA,"Roseburg,OR,USA"
13966,Riverview,FL,USA,"Riverview,FL,USA"
13967,Dugger,IN,USA,"Dugger,IN,USA"
13968,Sebastopol,CA,USA,"Sebastopol,CA,USA"
13969,Shawboro,NC,USA,"Shawboro,NC,USA"
13970,Camden,NJ,USA,"Camden,NJ,USA"
13971,Philadelphia,PA,USA,"Philadelphia,PA,USA"
13972,Bellaire,TX,USA,"Bellaire,TX,USA"
13973,Anacortes,WA,USA,"Anacortes,WA,USA"
13974,Arlington,VA,USA,"Arlington,VA,USA"
13975,Lancaster,PA,USA,"Lancaster,PA,USA"
13976,Palm Coast,FL,USA,"Palm Coast,FL,USA"
13977,Renton,WA,USA,"Renton,WA,USA"
13978,Warwick,RI,USA,"Warwick,RI,USA"
13979,Concrete,WA,USA,"Concrete,WA,USA"
13980,tacoma,WA,USA,"tacoma,WA,USA"
13981,Bellingham,WA,USA,"Bellingham,WA,USA"
13982,Morris,AL,USA,"Morris,AL,USA"
13983,Covington,WA,USA,"Covington,WA,USA"
13984,Excelsior springs,MO,USA,"Excelsior springs,MO,USA"
13985,Little Egg Harbor,NJ,USA,"Little Egg Harbor,NJ,USA"
13986,Pottersville,NY,USA,"Pottersville,NY,USA"
13987,Vernon,CT,USA,"Vernon,CT,USA"
13988,Wildwood,NJ,USA,"Wildwood,NJ,USA"
13989,Dover,DE,USA,"Dover,DE,USA"
13990,PENN township,PA,USA,"PENN township,PA,USA"
13991,Fredericksburg,VA,USA,"Fredericksburg,VA,USA"
13992,Marlborough,MA,USA,"Marlborough,MA,USA"
13993,west milford,NJ,USA,"west milford,NJ,USA"
13994,Warminster,PA,USA,"Warminster,PA,USA"
13995,Summit,NJ,USA,"Summit,NJ,USA"
13996,Swedesboro,NJ,USA,"Swedesboro,NJ,USA"
13997,Truro,MA,USA,"Truro,MA,USA"
13998,Kendall Park,NJ,USA,"Kendall Park,NJ,USA"
13999,Neptune City,NJ,USA,"Neptune City,NJ,USA"
14000,Leesburg,VA,USA,"Leesburg,VA,USA"
14001,Tinton Falls,NJ,USA,"Tinton Falls,NJ,USA"
14002,Townsend,MA,USA,"Townsend,MA,USA"
14003,Silver Spring,MD,USA,"Silver Spring,MD,USA"
14004,Hamilton,NJ,USA,"Hamilton,NJ,USA"
14005,Cheshire,CT,USA,"Cheshire,CT,USA"
14006,HUMMELSTOWN,PA,USA,"HUMMELSTOWN,PA,USA"
14007,Virginia Beach,VA,USA,"Virginia Beach,VA,USA"
14008,Ellicott city,MD,USA,"Ellicott city,MD,USA"
14009,Bensalem,PA,USA,"Bensalem,PA,USA"
14010,Russel,MA,USA,"Russel,MA,USA"
14011,Ocean city,NJ,USA,"Ocean city,NJ,USA"
14012,Norwood no,MA,USA,"Norwood no,MA,USA"
14013,Mechanicsville,VA,USA,"Mechanicsville,VA,USA"
14014,Dillsburg,PA,USA,"Dillsburg,PA,USA"
14015,Charlotte Hall,MD,USA,"Charlotte Hall,MD,USA"
14016,Palmyra,PA,USA,"Palmyra,PA,USA"
14017,Lansdale,PA,USA,"Lansdale,PA,USA"
14018,Midlothian,VA,USA,"Midlothian,VA,USA"
14019,Mercer,ME,USA,"Mercer,ME,USA"
14020,Mechanicsville,VA,USA,"Mechanicsville,VA,USA"
14021,Columbia,MD,USA,"Columbia,MD,USA"
14022,Tuxedo Park,NY,USA,"Tuxedo Park,NY,USA"
14023,Mullica hill,NJ,USA,"Mullica hill,NJ,USA"
14024,Friendship,MD,USA,"Friendship,MD,USA"
14025,Lakeland,FL,USA,"Lakeland,FL,USA"
14026,Springfield,VA,USA,"Springfield,VA,USA"
14027,St augustine,FL,USA,"St augustine,FL,USA"
14028,Allentown,PA,USA,"Allentown,PA,USA"
14030,Palmerton,PA,USA,"Palmerton,PA,USA"
14031,Woodbridge ...sayreville,NJ,USA,"Woodbridge ...sayreville,NJ,USA"
14032,Palmdale,CA,USA,"Palmdale,CA,USA"
14033,Schuylkill Haven,PA,USA,"Schuylkill Haven,PA,USA"
14034,Edgartown,MA,USA,"Edgartown,MA,USA"
14035,Las Vegas,NV,USA,"Las Vegas,NV,USA"
14037,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
14038,Warren,OH,USA,"Warren,OH,USA"
14039,Chula Vista,CA,USA,"Chula Vista,CA,USA"
14040,Fonda,NY,USA,"Fonda,NY,USA"
14041,Cheyenne,WY,USA,"Cheyenne,WY,USA"
14042,McMurray,PA,USA,"McMurray,PA,USA"
14043,North Bellmore,NY,USA,"North Bellmore,NY,USA"
14044,Happy valley,OR,USA,"Happy valley,OR,USA"
14045,Peoa,UT,USA,"Peoa,UT,USA"
14046,Huntington Beach,CA,USA,"Huntington Beach,CA,USA"
14047,Sumter,SC,USA,"Sumter,SC,USA"
14048,San Antonio,TX,USA,"San Antonio,TX,USA"
14049,Placitas,NM,USA,"Placitas,NM,USA"
14050,Moraine,OH,USA,"Moraine,OH,USA"
14051,Wentzville,MO,USA,"Wentzville,MO,USA"
14052,East Boston,MA,USA,"East Boston,MA,USA"
14053,Casa Grande,AZ,USA,"Casa Grande,AZ,USA"
14054,San Francisco,CA,USA,"San Francisco,CA,USA"
14055,Kernersville,NC,USA,"Kernersville,NC,USA"
14056,Bridgewater,VA,USA,"Bridgewater,VA,USA"
14058,Milan,MI,USA,"Milan,MI,USA"
14059,sweetwater,TN,USA,"sweetwater,TN,USA"
14060,Poway,CA,USA,"Poway,CA,USA"
14061,Knoxville,TN,USA,"Knoxville,TN,USA"
14062,Gulf Breeze,FL,USA,"Gulf Breeze,FL,USA"
14063,El Mirage,AZ,USA,"El Mirage,AZ,USA"
14064,Hinckley,MN,USA,"Hinckley,MN,USA"
14065,Miles,TX,USA,"Miles,TX,USA"
14066,Stoney Fork,PA,USA,"Stoney Fork,PA,USA"
14067,Sattley,CA,USA,"Sattley,CA,USA"
14068,Green Cove Springs,FL,USA,"Green Cove Springs,FL,USA"
14069,Tyrone,PA,USA,"Tyrone,PA,USA"
14070,Monmouth,OR,USA,"Monmouth,OR,USA"
14071,Dallas,TX,USA,"Dallas,TX,USA"
14072,San Bernardino,CA,USA,"San Bernardino,CA,USA"
14073,Chino Hills,CA,USA,"Chino Hills,CA,USA"
14074,Shaftsbury,VT,USA,"Shaftsbury,VT,USA"
14075,Robertsdale,AL,USA,"Robertsdale,AL,USA"
14076,Birmingham,AL,USA,"Birmingham,AL,USA"
14077,Marathon,FL,USA,"Marathon,FL,USA"
14078,Buffalo,NY,USA,"Buffalo,NY,USA"
14079,Fayetteville,TN,USA,"Fayetteville,TN,USA"
14080,Waterbury,CT,USA,"Waterbury,CT,USA"
14081,Brevard,NC,USA,"Brevard,NC,USA"
14082,PORT WASHINGTON,NY,USA,"PORT WASHINGTON,NY,USA"
14083,Venice,FL,USA,"Venice,FL,USA"
14084,Naples,NY,USA,"Naples,NY,USA"
14085,Las Vegas,NV,USA,"Las Vegas,NV,USA"
14086,Lapeer,MI,USA,"Lapeer,MI,USA"
14087,San Marcos,CA,USA,"San Marcos,CA,USA"
14088,Sacramento,CA,USA,"Sacramento,CA,USA"
14089,Norristown,PA,USA,"Norristown,PA,USA"
14091,Osceola,IA,USA,"Osceola,IA,USA"
14093,Manila,,Philippines,"Manila,Philippines"
14094,The Woodlands/Spring,TX,USA,"The Woodlands/Spring,TX,USA"
14095,Beverly Hills,CA,USA,"Beverly Hills,CA,USA"
14096,Rural/Not Applicable,WV,USA,"Rural/Not Applicable,WV,USA"
14097,Arlington,WA,USA,"Arlington,WA,USA"
14098,Westland,MI,USA,"Westland,MI,USA"
14099,Greenville,NC,USA,"Greenville,NC,USA"
14100,Shorewood,WI,USA,"Shorewood,WI,USA"
14101,West Milford,NJ,USA,"West Milford,NJ,USA"
14103,Phoenixville,PA,USA,"Phoenixville,PA,USA"
14104,West Bloomfield,NY,USA,"West Bloomfield,NY,USA"
14106,Half Moon Bay,CA,USA,"Half Moon Bay,CA,USA"
14107,Lebanon,OR,USA,"Lebanon,OR,USA"
14108,Ocean City,MD,USA,"Ocean City,MD,USA"
14109,Wexford,,Ireland,"Wexford,Ireland"
14110,between lindale texas and canton texas,TX,USA,"between lindale texas and canton texas,TX,USA"
14111,Vista,CA,USA,"Vista,CA,USA"
14112,Wilmington,NC,USA,"Wilmington,NC,USA"
14113,Arcola,TX,USA,"Arcola,TX,USA"
14114,Ventura,CA,USA,"Ventura,CA,USA"
14115,Valdosta,GA,USA,"Valdosta,GA,USA"
14116,Dallas,GA,USA,"Dallas,GA,USA"
14117,McCormick,SC,USA,"McCormick,SC,USA"
14119,Lackawanna,NY,USA,"Lackawanna,NY,USA"
14120,Dothan,AL,USA,"Dothan,AL,USA"
14121,Phoenix,AZ,USA,"Phoenix,AZ,USA"
14122,West Plains,MO,USA,"West Plains,MO,USA"
14123,Fowler,CA,USA,"Fowler,CA,USA"
14124,Jamestown,TN,USA,"Jamestown,TN,USA"
14125,Winterport,ME,USA,"Winterport,ME,USA"
14126,Fairbanks,AK,USA,"Fairbanks,AK,USA"
14127,Palo Alto,CA,USA,"Palo Alto,CA,USA"
14128,Douglasville,GA,USA,"Douglasville,GA,USA"
14129,Sarasota,FL,USA,"Sarasota,FL,USA"
14130,Hot Springs Village,AR,USA,"Hot Springs Village,AR,USA"
14131,Aventura,FL,USA,"Aventura,FL,USA"
14132,London,London Borough of Islington,United Kingdom,"London,London Borough of Islington,United Kingdom"
14133,Boca Raton,FL,USA,"Boca Raton,FL,USA"
14134,Colorado springs,CO,USA,"Colorado springs,CO,USA"
14135,Colorado springs,CO,USA,"Colorado springs,CO,USA"
14136,Everett,WA,USA,"Everett,WA,USA"
14137,Henrietta,NY,USA,"Henrietta,NY,USA"
14138,Stephenville,NF,Canada,"Stephenville,NF,Canada"
14139,Las Vegas,,USA,"Las Vegas,USA"
14140,Coon Rapids,MN,USA,"Coon Rapids,MN,USA"
14141,Milwaukee,WI,USA,"Milwaukee,WI,USA"
14142,Charlotte,NC,USA,"Charlotte,NC,USA"
14143,Washington,VA,USA,"Washington,VA,USA"
14144,Deland,FL,USA,"Deland,FL,USA"
14145,Troy,MI,USA,"Troy,MI,USA"
14146,Hummelstown,PA,USA,"Hummelstown,PA,USA"
14147,Aberdeen,SD,USA,"Aberdeen,SD,USA"
14148,Turner,ME,USA,"Turner,ME,USA"
14149,Frome,Somerset,United Kingdom,"Frome,Somerset,United Kingdom"
14150,Provo,UT,USA,"Provo,UT,USA"
14152,Cliffside Park,NJ,USA,"Cliffside Park,NJ,USA"
14153,Waterford,ME,USA,"Waterford,ME,USA"
14154,Pearl city,HI,USA,"Pearl city,HI,USA"
14155,Ridley Park,PA,USA,"Ridley Park,PA,USA"
14156,Napa,CA,USA,"Napa,CA,USA"
14157,Vassalboro,ME,USA,"Vassalboro,ME,USA"
14158,Downtown St. Louis,MO,USA,"Downtown St. Louis,MO,USA"
14159,Schenectady,NY,USA,"Schenectady,NY,USA"
14160,St Louis,MO,USA,"St Louis,MO,USA"
14161,Wrightsville Beach,NC,USA,"Wrightsville Beach,NC,USA"
14162,Wrightsville Beach,NC,USA,"Wrightsville Beach,NC,USA"
14163,Silver Bay,NY,USA,"Silver Bay,NY,USA"
14164,Lamoille Canyon,NV,USA,"Lamoille Canyon,NV,USA"
14165,Springfield,NH,USA,"Springfield,NH,USA"
14166,Silver Bay,NY,USA,"Silver Bay,NY,USA"
14168,Coweta,OK,USA,"Coweta,OK,USA"
14169,Irvington/Newark border,NJ,USA,"Irvington/Newark border,NJ,USA"
14170,China,ME,USA,"China,ME,USA"
14171,De Pere,WI,USA,"De Pere,WI,USA"
14172,Arlington Heights,IL,USA,"Arlington Heights,IL,USA"
14173,Marysville,OH,USA,"Marysville,OH,USA"
14174,North Las Vegas,NV,USA,"North Las Vegas,NV,USA"
14175,Woonsocket,RI,USA,"Woonsocket,RI,USA"
14176,Mount Pleasant,TX,USA,"Mount Pleasant,TX,USA"
14177,Mayville,WI,USA,"Mayville,WI,USA"
14178,Amherst,MA,USA,"Amherst,MA,USA"
14179,Kiawah Island,SC,USA,"Kiawah Island,SC,USA"
14180,Gharbia in the nile delta,Gharbia Governorate,Egypt,"Gharbia in the nile delta,Gharbia Governorate,Egypt"
14181,Morris Plains,NJ,USA,"Morris Plains,NJ,USA"
14182,Thornton,CO,USA,"Thornton,CO,USA"
14183,Luttrell-manerdville,TN,USA,"Luttrell-manerdville,TN,USA"
14184,Apopka,FL,USA,"Apopka,FL,USA"
14185,Milan,MI,USA,"Milan,MI,USA"
14186,Mansfield,MA,USA,"Mansfield,MA,USA"
14187,South Dennis,MA,USA,"South Dennis,MA,USA"
14188,Berwyn,PA,USA,"Berwyn,PA,USA"
14189,Furteventura - Costa Calma beach,,Spain,"Furteventura - Costa Calma beach,Spain"
14190,Ellabell,GA,USA,"Ellabell,GA,USA"
14191,Mt Charleston,NV,USA,"Mt Charleston,NV,USA"
14192,Gulf Shores,AL,USA,"Gulf Shores,AL,USA"
14193,Baldwin,FL,USA,"Baldwin,FL,USA"
14194,Lake Tapps WA 98391,,USA,"Lake Tapps WA 98391,USA"
14195,Duluth,GA,USA,"Duluth,GA,USA"
14196,Corydon,IN,USA,"Corydon,IN,USA"
14197,Tamarac,FL,USA,"Tamarac,FL,USA"
14198,Urjala,,Finland,"Urjala,Finland"
14199,Largo,FL,USA,"Largo,FL,USA"
14200,Pawley's Island,SC,USA,"Pawley's Island,SC,USA"
14201,Duluth,MN,USA,"Duluth,MN,USA"
14202,Myakka City,FL,USA,"Myakka City,FL,USA"
14203,Aiken,SC,USA,"Aiken,SC,USA"
14204,Chester Springs,PA,USA,"Chester Springs,PA,USA"
14205,Manchester,Lancashire,United Kingdom,"Manchester,Lancashire,United Kingdom"
14206,Dover,DE,USA,"Dover,DE,USA"
14207,Mesa,AZ,USA,"Mesa,AZ,USA"
14208,Paulsboro,NJ,USA,"Paulsboro,NJ,USA"
14209,Farmington,MO,USA,"Farmington,MO,USA"
14210,Chandigarh,Chandigarh,India,"Chandigarh,Chandigarh,India"
14211,Manchester,Lancashire,United Kingdom,"Manchester,Lancashire,United Kingdom"
14212,Naples,FL,USA,"Naples,FL,USA"
14213,Prosper,TX,USA,"Prosper,TX,USA"
14214,Baldwin Park,CA,USA,"Baldwin Park,CA,USA"
14215,California,PA,USA,"California,PA,USA"
14216,Mount Vernon,KY,USA,"Mount Vernon,KY,USA"
14217,Windsor,,Canada,"Windsor,Canada"
14218,Thomaston,CT,USA,"Thomaston,CT,USA"
14219,Kiowa,CO,USA,"Kiowa,CO,USA"
14220,Garson,ON,Canada,"Garson,ON,Canada"
14221,North Chesterfield,VA,USA,"North Chesterfield,VA,USA"
14222,Isle of Mull,Argyll and Bute,United Kingdom,"Isle of Mull,Argyll and Bute,United Kingdom"
14223,Flushing,NY,USA,"Flushing,NY,USA"
14224,Mount Airy,NC,USA,"Mount Airy,NC,USA"
14225,San Diego,CA,USA,"San Diego,CA,USA"
14226,Monks Corner,SC,USA,"Monks Corner,SC,USA"
14227,Lakeville,MN,USA,"Lakeville,MN,USA"
14228,Lubbock,TX,USA,"Lubbock,TX,USA"
14229,Thornton,CO,USA,"Thornton,CO,USA"
14230,Miami Beach,FL,USA,"Miami Beach,FL,USA"
14231,Dubai,Dubai,United Arab Emirates,"Dubai,Dubai,United Arab Emirates"
14232,waterville,ME,USA,"waterville,ME,USA"
14233,Oilton,OK,USA,"Oilton,OK,USA"
14234,Albuquerque,NM,USA,"Albuquerque,NM,USA"
14235,Tuttle,OK,USA,"Tuttle,OK,USA"
14236,Molino,FL,USA,"Molino,FL,USA"
14237,Waterbury,CT,USA,"Waterbury,CT,USA"
14238,Jericho,NY,USA,"Jericho,NY,USA"
14239,Anoka,MN,USA,"Anoka,MN,USA"
14240,Riviera Beach,FL,USA,"Riviera Beach,FL,USA"
14241,palm bay,FL,USA,"palm bay,FL,USA"
14242,North Topsail Beach,NC,USA,"North Topsail Beach,NC,USA"
14243,Hartselle,AL,USA,"Hartselle,AL,USA"
14244,Quincy,IL,USA,"Quincy,IL,USA"
14245,Saint peters,MO,USA,"Saint peters,MO,USA"
14246,Umatilla,FL,USA,"Umatilla,FL,USA"
14247,Lake City,FL,USA,"Lake City,FL,USA"
14248,Oak Grove,AR,USA,"Oak Grove,AR,USA"
14249,Outer Benson/ Texas Canyon/ Sibyl,AZ,USA,"Outer Benson/ Texas Canyon/ Sibyl,AZ,USA"
14250,WESTLAKE,OH,USA,"WESTLAKE,OH,USA"
14251,Castle Rock,WA,USA,"Castle Rock,WA,USA"
14252,Owensboro,KY,USA,"Owensboro,KY,USA"
14253,Cocoa Beach,FL,USA,"Cocoa Beach,FL,USA"
14254,Saint Peters,MO,USA,"Saint Peters,MO,USA"
14255,Ocean City,NJ,USA,"Ocean City,NJ,USA"
14256,coeur d alene,,USA,"coeur d alene,USA"
14257,Evansville,IN,USA,"Evansville,IN,USA"
14258,Edmond,OK,USA,"Edmond,OK,USA"
14259,Juazeiro Do Norte,Ceará,Brazil,"Juazeiro Do Norte,Ceará,Brazil"
14260,plymouth,,United Kingdom,"plymouth,United Kingdom"
14261,Laurel,MS,USA,"Laurel,MS,USA"
14262,Libertyville,IL,USA,"Libertyville,IL,USA"
14263,"Chicago , montrose harbor",IL,USA,"Chicago , montrose harbor,IL,USA"
14264,Los Lunas,NM,USA,"Los Lunas,NM,USA"
14265,Huntington Beach,CA,USA,"Huntington Beach,CA,USA"
14266,Los lunas,NM,USA,"Los lunas,NM,USA"
14267,Pearl City,HI,USA,"Pearl City,HI,USA"
14268,Bradenton,FL,USA,"Bradenton,FL,USA"
14269,East Stroudsburg,PA,USA,"East Stroudsburg,PA,USA"
14270,Mount Joy,PA,USA,"Mount Joy,PA,USA"
14271,Fyffe,AL,USA,"Fyffe,AL,USA"
14272,Kearney,MO,USA,"Kearney,MO,USA"
14273,Taunton,MA,USA,"Taunton,MA,USA"
14274,Farmington,MO,USA,"Farmington,MO,USA"
14275,Lancaster,PA,USA,"Lancaster,PA,USA"
14276,Palm Beach Gardens,FL,USA,"Palm Beach Gardens,FL,USA"
14277,Jamaica,VA,USA,"Jamaica,VA,USA"
14278,Reading,PA,USA,"Reading,PA,USA"
14279,Gatlinburg,TN,USA,"Gatlinburg,TN,USA"
14280,Manhattan,NY,USA,"Manhattan,NY,USA"
14281,andrews,NC,USA,"andrews,NC,USA"
14282,Mobile,AL,USA,"Mobile,AL,USA"
14283,Pendleton,OR,USA,"Pendleton,OR,USA"
14284,Salford,,United Kingdom,"Salford,United Kingdom"
14285,Wappingers falls,NY,USA,"Wappingers falls,NY,USA"
